formula,target
Na0.09210755 Ca0.25712591 Ge0.11586229 O0.53490426,0
V0.09853498 B0.00063876 P0.18672305 O0.71410321,1
Hf0.00781391 Si0.27254859 Pb0.07945626 O0.64018125,1
Ba0.14882567 B0.28093946 O0.57023487,0
Li0.27717228 Be0.0590627 B0.18644647 O0.47731855,1
Ge0.17622077 Pb0.16486858 O0.37570957 F0.28320108,0
Ba0.10926426 Ti0.13018525 B0.15636629 O0.6041842,0
Nd0.02534793 Fe0.07764154 B0.29701053 O0.6,1
Cd0.04736275 In0.00655786 B0.35555194 O0.59052745,0
La0.01475828 Mg0.45413412 Mo0.01370901 O0.51739858,1
K0.27580379 P0.16490157 W0.0022847 O0.55700994,0
Li0.34016084 Ge0.08105725 B0.0986348 O0.48014712,1
Ca0.23509923 P0.15137187 O0.6135289,1
Na0.00033654 Al0.01247282 B0.38725796 O0.59959616 F0.00033654,0
Ba0.05135011 Ge0.29909993 O0.64954996,0
Hf0.01398651 Tl0.11952501 Ge0.25958432 O0.60690416,0
Li0.20576094 B0.27475407 Pb0.0022367 O0.51724828,1
Cd0.18114404 Bi0.07787555 Pb0.14767435 O0.29795737 F0.2953487,0
Cd0.14779553 Si0.15819579 B0.09192863 O0.60208005,1
Li0.11650409 Mn0.01101305 B0.3212871 O0.55119575,1
Ti0.05726343 Ge0.2207396 Pb0.08299546 O0.63900151,1
Tl0.64776697 Ge0.00796019 Bi0.00178759 O0.34248525,0
Ca0.09855988 La0.02879475 B0.29235735 O0.58028802,0
Ba0.11995889 Nb0.01058589 Si0.24101053 O0.62844469,0
Li0.09906458 Zr0.01123156 Si0.27256948 O0.61713437,0
Li0.11824165 Mg0.07433868 B0.26958407 O0.5378356,0
Ba0.19471219 V0.17445018 O0.63083763,0
Ca0.37688113 Ga0.09849509 O0.52462377,1
Ti0.07606648 B0.25624863 Pb0.06558949 O0.6020954,1
K0.22595536 V0.13090182 Si0.08945383 O0.55368898,0
Cd0.11967669 B0.30425865 O0.57606466,0
Be0.19518805 Zn0.08391235 B0.17671968 O0.54417992,1
Sr0.05259485 Sb0.03701737 P0.22921911 O0.68116867,1
K0.06005921 Bi0.01632238 B0.3476421 O0.57597632,0
V0.2791664 Sb0.00916703 O0.71166656,0
Nd0.00023873 Al0.02796759 Si0.30982807 O0.66196561,1
Be0.27788648 Cd0.02469133 B0.15793776 O0.53948444,0
Li0.24033501 Si0.20782993 Pb0.00800385 O0.54383121,0
Ca0.13859335 Al0.02271449 Si0.22200903 O0.61668314,1
Ba0.02559634 Li0.41197805 P0.09452579 O0.46789983,0
Ba0.01554448 Ta0.01266671 B0.36983102 O0.60195779,1
Nd0.01311665 Al0.0623831 Si0.27041688 O0.65408338,1
La0.01263286 Th0.01580487 B0.36840129 O0.60316097,1
Si0.28111234 Ni0.03934393 Pb0.03898756 O0.64055617,1
Ba0.04628586 Ga0.0766382 Si0.23861092 O0.63846501,1
Ca0.01169532 Al0.3071411 Si0.06958554 O0.61157805,0
K0.07972839 Ti0.13562587 Si0.15784327 O0.62680247,0
La0.02070629 Ge0.24896211 Pb0.10067396 O0.62965763,0
Sr0.0383272 B0.36933824 O0.59233456,0
Na0.20780761 V0.07177444 P0.12487944 O0.59553851,1
K0.54087487 V0.0011988 Sb0.07379676 O0.38412957,1
Ba0.08810446 Ti0.19028586 Si0.08431117 O0.63729851,0
Ag0.36376637 W0.09322766 I0.16287961 O0.38012636,1
B0.32941682 Mo0.03983318 Pb0.00856262 O0.62218738,0
Cs0.20799439 Ti0.03994573 Nb0.16233463 O0.58972524,0
Mg0.05339126 Zn0.1505314 B0.23686187 O0.55921547,1
Si0.04356814 B0.30080481 Pb0.05864177 O0.59698528,1
La0.08888001 Ti0.07769619 Nb0.15563182 O0.67779197,1
K0.12397985 Ti0.17738815 B0.11274631 O0.58588569,0
Ba0.09178913 Ti0.03924651 P0.19962349 O0.66934087,1
K0.10277719 Zn0.05856879 Si0.24289888 O0.59575514,1
V0.1754042 Cr0.03303954 P0.08671042 O0.70484585,1
Na0.06908058 Be0.18427275 Ge0.17594455 O0.57070213,1
Ba0.13432707 W0.18283646 O0.68283646,1
Al0.09150261 Cd0.21796653 Bi0.13412417 O0.55640669,1
Fe0.07673486 Bi0.0653537 B0.25791144 O0.6,1
Y0.01534074 Al0.02214414 B0.36251512 O0.6,0
Na0.43503271 W0.08686274 O0.47810456,0
Mg0.28744231 Ta0.00071992 Ge0.14086521 O0.57097255,0
La0.06875697 Cd0.01983302 B0.31537662 O0.5960334,1
Y0.07881768 Ga0.11413172 Si0.17254217 O0.63450843,0
Ba0.05384981 Tl0.07011986 Ge0.26237353 O0.6136568,1
Li0.26676273 Al0.07849437 Si0.13453999 O0.52020291,1
Na0.05474744 La0.01557142 B0.35158011 O0.57810102,1
K0.08496005 B0.34902397 O0.56601598,1
Ba0.09701294 Ge0.23982468 Bi0.03460003 O0.62856235,1
Li0.15647412 Sn0.11364489 B0.21519962 O0.51468138,1
Zr0.18287836 Al0.18054596 O0.63657567,0
Ca0.42115395 Ga0.06307684 O0.51576921,1
Li0.0070867 B0.32748473 Mo0.04266453 O0.62276404,0
Sr0.05157114 B0.33352983 Mo0.01575829 O0.59914074,1
Ca0.11602334 Fe0.02236909 B0.28481224 O0.57679533,1
Na0.0990715 Al0.03166329 Ge0.25741151 O0.6118537,1
Ba0.09539953 Ti0.06641633 Si0.20331732 O0.63486682,0
Nd0.03378568 Zn0.1426005 P0.18009566 O0.64351816,0
Li0.31459506 Ge0.06085311 B0.13821924 O0.4863326,1
Ca0.08502977 Al0.09690105 Si0.19589595 O0.62217324,1
Cs0.09050734 Ti0.25271056 Nb0.03031637 O0.62646572,1
Sr0.11136062 Al0.04572133 B0.26519018 O0.57772788,1
Cd0.15861732 Si0.09302579 B0.1614752 O0.58688169,1
Ba0.02172434 Li0.00244992 Ge0.31762548 O0.65820026,1
Li0.28559104 Sn0.08520086 B0.06686862 P0.06686862 O0.49547086,0
La0.03154605 Zr0.06265088 B0.29327289 O0.61253018,0
Cu0.30273848 Mo0.0431727 P0.08833498 I0.1280581 O0.43769574,1
Ca0.16198272 Ta0.00020659 P0.19294614 O0.64486455,1
Ca0.34224064 Ga0.08289302 Ge0.03609539 O0.53877095,1
Nb0.06635746 Si0.18347618 Pb0.10866017 O0.64150619,0
Ti0.2713489 B0.00240372 Pb0.089972 O0.63627538,0
La0.03924635 Ti0.16186319 Nb0.11894131 O0.67994916,1
Na0.19199302 Al0.02859304 Ge0.21350929 O0.56590465,1
Li0.4958789 Si0.00482321 P0.06906058 O0.43023731,0
La0.02292722 Ti0.09610015 B0.2617526 O0.61922003,1
Sr0.07221868 V0.04702163 B0.27639478 O0.60436491,1
Na0.3607948 Ga0.07541234 Si0.09009231 O0.47370054,0
Zn0.08545673 Cu0.08920153 B0.2602734 O0.56506835,0
Na0.1744209 P0.1744209 Pb0.04263184 Cl0.08526368 O0.52326269,1
Ge0.2407356 Bi0.04640443 Pb0.08089107 O0.6319689,1
La0.01643183 B0.38356817 O0.6,0
Na0.02244306 Al0.05990796 B0.3266262 O0.59102277,0
Ba0.04381623 Mg0.12394001 Al0.05845846 P0.08763247 O0.26289741 F0.42325541,1
Al0.06398779 Zn0.21586782 Ge0.1360983 O0.58404609,1
Ba0.20468064 Ge0.11076741 B0.08221164 O0.4967255 F0.10561482,1
Li0.36602583 Al0.02502962 B0.15535488 O0.45358967,1
Mo0.17795496 P0.05727829 Pb0.04385308 O0.72091367,1
Y0.12192758 Al0.10255629 Si0.14626345 O0.62925269,1
La0.06393179 Zn0.06255868 B0.28602126 O0.58748826,1
Al0.09099495 Zn0.14133173 B0.19593966 O0.57173365,0
Ba0.09082633 Al0.16345957 B0.16387936 O0.58183473,0
Na0.30193043 Ti0.04466382 B0.16524516 O0.48816059,0
Rb0.13848213 Ti0.20258325 Ge0.06150902 O0.5974256,0
Si0.29073984 Bi0.04573186 W0.00336271 O0.66016559,0
Sr0.04218199 Li0.35523687 Si0.12759358 O0.47498757,0
Ba0.06742786 Ti0.28729114 Al0.00130834 O0.64397266,1
Ga0.09101143 Bi0.08094161 As0.16289069 O0.66515628,0
Nb0.03686809 B0.28433978 Pb0.08005613 O0.59873601,0
Al0.05527301 Zn0.0861764 B0.27578588 O0.58276472,1
Ba0.05907213 Al0.08556565 Zn0.0420294 P0.11814427 O0.3544328 F0.34075576,1
V0.11042062 B0.1459725 P0.0710276 O0.67257929,0
Ba0.05049879 Zn0.09427818 P0.18855636 O0.56566908 F0.10099759,1
K0.13809867 Al0.2302501 Bi0.0868907 O0.54476053,0
Na0.09853549 Al0.07986201 P0.1864405 O0.635162,1
Co0.10593269 B0.25653583 P0.04194145 O0.59559004,1
Tl0.03145405 In0.00840244 Si0.31060427 O0.64953924,0
K0.09738343 P0.1318345 W0.09812603 O0.67265604,1
V0.15904683 P0.08033148 Pb0.08108794 O0.67953374,1
Ba0.04100298 Ti0.04052018 B0.31857341 O0.59990344,1
Mg0.04097536 B0.36192051 Pb0.00662401 O0.59048013,0
Cs0.045832 Zn0.23388962 Ge0.15449092 O0.56578746,0
Li0.26752555 Si0.19957056 O0.53290389,0
Ca0.06032477 Zn0.16591546 B0.21900781 O0.55475195,0
Ba0.0136994 Ca0.23105873 Si0.17016125 O0.58508062,0
Cu0.15437066 P0.19421169 Pb0.00575888 O0.64565877,1
Na0.11120072 In0.00800787 B0.3252717 O0.55551971,0
K0.107357 Na0.0810144 B0.28697716 O0.52465144,0
Na0.3537734 Al0.05766632 Si0.10839137 O0.48016892,0
K0.17351921 B0.27514293 O0.44761013 F0.10372773,0
Cd0.1237041 Ge0.25086393 O0.62543197,1
Sr0.10982929 Al0.09567031 Si0.18038854 O0.61411185,1
Li0.22522556 Al0.12258255 B0.14228211 O0.50990978,0
Ba0.02193242 Na0.04025019 B0.35025391 O0.54731329 F0.04025019,1
La0.05040783 Ta0.01775906 Ge0.27060791 O0.66122521,1
V0.18412191 P0.10159237 O0.71428571,1
Ag0.35273606 P0.10289286 I0.2215418 O0.32282928,1
Li0.30038534 Cd0.07863792 Si0.13071539 O0.49026136,0
Ca0.11184726 Cu0.30733982 Bi0.06465034 O0.51616259,0
Ba0.01529557 P0.16154899 W0.10099685 O0.72215859,1
Na0.29416145 Zn0.11014178 Ge0.11282476 O0.48287202,0
Zn0.15709754 Co0.06462055 B0.21400946 O0.56427246,0
La0.04212586 Nb0.19481608 Al0.08513162 O0.67792643,1
Ag0.12441768 Mo0.20334337 O0.67223895,0
La0.00863235 Mg0.09103665 B0.31853834 O0.58179267,1
Ba0.03728191 Ti0.00046628 B0.36961494 O0.59263687,1
Mg0.16145625 Ga0.08814372 B0.18269128 O0.56770875,0
Na0.29016232 Mg0.09057925 B0.1534392 O0.46581922,1
Al0.05797515 Si0.067385 P0.18654489 O0.68809496,1
Al0.06705294 Si0.11378684 B0.19640285 O0.62275737,0
Fe0.16153863 B0.21995128 Pb0.02313761 O0.59537248,0
Ba0.13860562 Si0.17729393 Pb0.0954535 O0.58864696,0
Li0.37430029 Ti0.01554319 B0.156768 O0.45338852,0
Mg0.17109797 Bi0.06337417 B0.19974746 O0.56578041,0
Li0.10933623 Ca0.21245807 Si0.1370265 O0.54117919,0
Al0.12965059 Si0.02750165 B0.23734742 O0.60550033,0
Ge0.23984272 Pb0.14023591 O0.61992136,1
K0.23987491 Ta0.05055512 Al0.18529788 O0.52427209,1
Sr0.14365391 B0.28507687 O0.57126922,1
Na0.07945672 Ge0.25748378 W0.02709089 O0.63596861,0
Sr0.03649913 Ta0.01676259 B0.34733307 O0.59940521,0
Ag0.19546642 P0.19070678 Cl0.0786533 O0.5351735,1
Bi0.04372924 B0.35627076 O0.6,1
Na0.36893876 Ca0.01252193 B0.1686192 O0.44992011,0
Sr0.12995391 Ga0.0498645 Ge0.20514364 O0.61503794,1
Sr0.03916278 Zn0.10101592 P0.20561217 O0.65420913,1
Li0.1797221 Dy0.00367144 B0.28849531 O0.52811116,1
Ba0.05110652 Ca0.01783852 B0.34484397 O0.58621099,1
Li0.18030958 Ta0.00327567 B0.28722831 O0.52918644,1
Li0.41814082 B0.06325529 P0.06132873 O0.45727516,1
Ni0.11718467 P0.12280741 W0.08395118 O0.67605674,0
Sr0.29660397 Ti0.02210304 Ga0.13619318 O0.54509981,0
Th0.01685313 Tl0.05618945 Si0.28838548 O0.63857194,0
Al0.08457887 P0.13762789 Pb0.08293362 O0.41288366 F0.28197597,1
Ba0.08899275 Al0.02973882 P0.21361927 O0.66764916,1
Na0.08310826 B0.33802628 W0.00756798 O0.57129748,1
K0.14130482 Sr0.06371534 Si0.22020403 O0.57477581,1
Ca0.0372435 Al0.10241724 P0.19127712 O0.66906215,0
V0.15438365 P0.13133063 O0.71428571,1
Ba0.01754517 Zn0.14526019 Si0.22479643 O0.61239821,1
Si0.0835936 P0.17692345 W0.03249678 O0.70698617,0
Ce0.06265738 Ni0.00477598 P0.22927883 O0.70328781,0
Sr0.01698618 Ge0.07984998 B0.29059107 O0.61257276,1
Li0.35728999 Ge0.14866643 Pb0.00903287 O0.48501071,0
Mn0.19473002 Si0.17228431 Pb0.04684351 O0.58614216,0
Ga0.02189529 Si0.25238656 Bi0.07524083 O0.65047731,1
V0.05677709 B0.14832789 Mo0.10761511 O0.68727991,0
K0.13541667 B0.31875 O0.54583333,1
Ca0.00417281 V0.28332982 O0.71249737,1
Ba0.02307296 Ti0.02515271 B0.35135838 O0.60041595,1
Sr0.09045424 Ti0.04928996 Si0.22374054 O0.63651525,1
Ba0.05223655 Zn0.02692251 Si0.28056063 O0.64028032,1
Sr0.0531936 V0.09697628 B0.22167833 O0.62815179,0
Co0.14127173 B0.10136768 P0.13258209 O0.62477849,1
Sb0.0930289 I0.01020088 O0.89677022,0
Ti0.10494663 Ge0.18835573 Pb0.06004647 O0.64665118,1
Sr0.03009547 Th0.0054765 B0.36935183 O0.59507621,1
Mn0.08976961 Sn0.09383557 P0.18079704 O0.63559778,1
Ba0.17312277 Ge0.06155237 B0.17876347 O0.54218406 F0.04437732,1
Ca0.13883039 Mg0.07908964 Ge0.18805331 O0.59402666,0
Mn0.18645054 Fe0.12110993 Si0.10810803 O0.5843315,1
Cu0.18377869 P0.18069789 I0.01764836 Cl0.16613033 O0.45174473,1
V0.20116258 P0.0722893 W0.0107296 O0.71581851,1
Er0.02563474 Zn0.03088481 P0.24975529 O0.69372515,0
K0.24523297 Na0.02850515 Mn0.1223361 P0.02850515 O0.08551545 F0.48990518,0
Tl0.07483695 Si0.29591486 O0.62924819,1
Na0.16709591 Si0.13033507 Ge0.1194503 O0.58311871,1
Hf0.03409353 Ge0.25579117 Pb0.06517296 O0.64494235,0
Ti0.08448395 Ge0.194746 Pb0.08115509 O0.63961497,1
Li0.4518013 B0.11490028 Mo0.00876184 O0.42453658,1
Li0.22096857 Ga0.05734414 Si0.17506227 O0.54662503,1
Na0.10468869 B0.18270585 Sb0.15448093 O0.55812452,1
Ba0.11306149 Na0.00285405 Ge0.25653198 O0.62755248,0
B0.33188031 Pb0.08251158 O0.575056 F0.01055211,1
Ba0.08776032 Nb0.04924764 P0.18631789 O0.67667415,1
Ba0.05831142 Si0.28478464 Sn0.00967441 O0.64722953,1
Co0.09933296 B0.15273228 P0.11985811 O0.62807665,0
Sb0.01488249 P0.27508393 O0.71003357,1
Na0.23046377 Al0.11095559 Si0.12563845 O0.53294218,0
Cd0.17679664 Pb0.2049386 Cl0.47305904 O0.14520572,1
Na0.24668489 Mn0.02285395 P0.1460228 O0.43806839 F0.14636999,1
Na0.46750857 V0.05279796 B0.04557772 O0.43411576,0
Ca0.25440907 Nb0.00757508 Si0.1548897 O0.58312616,0
Li0.23612375 B0.22464186 Sb0.03368388 O0.5055505,1
Y0.04117601 Al0.11352349 B0.24530049 O0.6,1
Ag0.23914455 Mo0.15433288 I0.0479033 O0.55861926,0
La0.02776317 Ga0.01760194 B0.35463489 O0.6,1
Ba0.05044284 Th0.01907921 Si0.28062556 O0.64985239,0
U0.00998118 Al0.16559175 Si0.18535903 O0.63906804,1
Cu0.36877314 Mo0.06013976 P0.04101723 Cl0.12544194 O0.40462794,1
Ag0.34445787 W0.10001676 I0.16649232 O0.38903305,1
Tl0.03420099 Ge0.31623284 O0.64956617,1
Ge0.26385225 Bi0.08337729 O0.65277045,1
Sr0.02277797 Si0.26679113 Bi0.06162827 O0.64880263,1
Ba0.11372592 In0.02853812 B0.28048114 O0.57725482,0
Ba0.08800502 Si0.20006773 P0.06393908 O0.64798817,0
Na0.42312356 P0.10437562 O0.47250082,0
Na0.30388566 V0.15481413 P0.00066345 O0.54063677,0
Ba0.04285546 Ti0.0240099 P0.24064553 O0.6924891,1
Nb0.03861281 Tl0.01545727 Ge0.28055642 O0.6653735,0
K0.02483764 Bi0.00843817 B0.37665925 O0.59006494,1
K0.28351205 Ba0.01920775 Nb0.09383816 O0.18767632 F0.41576572,1
Na0.0244479 Cd0.24944085 Si0.15481548 O0.57129577,0
Na0.10049304 Al0.0887361 B0.25096807 O0.55980278,0
V0.17029 Bi0.01113347 P0.10747181 O0.71110472,1
Ge0.30065336 Pb0.03267998 O0.60130672 F0.06535995,1
Ba0.02561923 Ge0.31625385 O0.65812692,0
Ga0.02252657 Ge0.24674782 As0.05812575 O0.67259986,1
Si0.04289613 B0.30214821 Pb0.05797053 O0.59698512,1
Mg0.21896363 Ti0.09668779 P0.07771696 O0.60663162,0
Ge0.2250579 Sb0.12977815 Pb0.00019045 O0.64497349,1
Ti0.09456704 Bi0.25999039 Pb0.03316146 O0.61228111,0
Sr0.09253581 B0.32597135 O0.58149284,0
K0.09801845 Mg0.03482357 B0.31333008 O0.55382791,1
Ca0.20169407 Ga0.12312519 Si0.09626629 O0.57891445,1
Ti0.0685458 B0.311955 Pb0.00723755 O0.61226165,0
Sr0.05166914 Ti0.13580303 Ga0.19570105 O0.61682678,0
Ag0.32753845 W0.10884419 I0.14663115 O0.41698621,1
Mn0.20466554 Si0.13180073 P0.05579049 O0.60774324,0
K0.1030463 Ti0.08967686 Si0.19213333 O0.61514352,1
Li0.26924998 Cd0.04699132 Si0.16738079 O0.5163779,1
V0.18443316 P0.10128113 O0.71428571,1
Sr0.00767437 B0.29640508 Mo0.06090965 O0.63501091,1
Ba0.06724399 Mg0.0297929 Al0.07635636 P0.13448797 O0.40346391 F0.28865487,1
Ba0.04659317 V0.11856063 Si0.18371059 O0.65113561,1
K0.22385559 Ga0.18401296 Ge0.0680614 O0.52407004,1
Li0.2295881 Cd0.00667821 Si0.21408714 O0.54964655,0
Sr0.03420966 Li0.29657113 Si0.16224133 O0.50697788,1
Na0.26522556 Ge0.192671 W0.00603717 O0.53606628,1
La0.03947052 Al0.12571274 B0.23481674 O0.6,1
Li0.15118515 Mg0.11675793 B0.21588257 O0.51617435,0
Ba0.04689629 Cu0.35550534 Bi0.0780787 O0.51951967,0
Yb0.00895333 Zn0.07133188 P0.23855798 O0.68115681,1
Na0.23442027 Pr0.00649329 Si0.21071212 O0.54837431,1
Si0.17362222 Ge0.05981703 B0.11987291 O0.64668785,0
Na0.24794812 Fe0.03162812 Si0.18475963 O0.53566414,1
Zn0.13542161 Sb0.01914565 P0.19465505 O0.6507777,1
Cu0.34910443 Mo0.10019666 P0.00040039 I0.14831072 O0.4019878,1
Ga0.24191383 Bi0.05541232 Pb0.12834231 O0.57433154,0
Ba0.0443786 B0.30530292 Mo0.03699637 O0.6133221,0
Ta0.02991038 Ge0.21505776 Pb0.1250702 O0.62996166,0
Ge0.23021833 Pb0.1546725 O0.61510917,0
Ca0.12983968 Al0.03232998 B0.26379828 O0.57403206,1
Ca0.13184775 B0.2945218 O0.57363045,0
Sr0.07154442 Ta0.02261402 B0.31110485 O0.59473672,1
Sr0.1996547 Nb0.02205722 Ge0.17449678 O0.6037913,0
Al0.03834608 P0.11503824 Pb0.16716698 O0.34511473 F0.33433397,1
Na0.12775564 Li0.25438676 Ge0.14226213 O0.47559547,1
Sr0.13939806 Si0.24040129 O0.62020065,1
Ga0.09359278 Pb0.23369398 W0.07465753 O0.59805572,0
Mn0.04516425 Si0.19718536 P0.09089012 O0.66676027,1
Nb0.15796684 Si0.14903869 O0.69299447,0
Al0.02391616 Zn0.10483965 Si0.2435101 O0.62773409,0
V0.1255208 P0.16019348 O0.71428571,1
Ba0.07438129 Ga0.08082755 Ge0.21638951 O0.62840165,0
Be0.18396802 Cd0.06503691 Si0.16733005 O0.58366502,0
V0.14869213 Ag0.2660879 I0.16089137 O0.42432859,0
Mg0.10160211 Al0.24057689 Si0.06511786 O0.59270315,1
Ba0.02218903 Si0.13212077 P0.15978846 O0.68590173,1
Ti0.11335034 B0.24870093 Pb0.01909832 O0.6188504,0
Ti0.078057 B0.29182602 Pb0.01813197 O0.61198501,0
Ba0.03884179 Ga0.08376246 Ge0.23763676 O0.63975899,1
Ba0.00480206 Cd0.03412323 B0.36885977 O0.59221494,0
Sb0.02534391 P0.20274922 Pb0.10083703 O0.67106984,0
Ga0.06870349 Ge0.18380832 Sb0.11072653 O0.63676166,0
Na0.37381833 Ga0.13651381 B0.03919519 O0.45047267,0
Sn0.01561624 P0.27675795 Cl0.00022943 O0.70739638,1
Ca0.03132285 Bi0.09889797 B0.27604375 O0.59373543,1
Zn0.08654388 B0.10437993 P0.16170355 O0.64737264,0
K0.19096816 Ti0.16948248 Ge0.06836678 O0.57118259,0
Na0.36020205 Ti0.05160566 P0.08710856 O0.50108374,0
Na0.13086322 Si0.1012423 P0.14285094 O0.62504355,1
Mn0.02858715 V0.06610857 B0.28457828 O0.620726,1
K0.20151727 Tl0.05575987 Ge0.20469476 O0.5380281,0
Co0.27904108 P0.12626224 O0.59469668,0
V0.00135145 Bi0.03516779 Mo0.22683761 O0.73664315,1
Ba0.04741901 Sr0.09049891 Al0.13362203 P0.04741901 O0.23275594 F0.4482851,0
Be0.21576056 Cd0.0797322 B0.1636058 O0.54090145,1
Ni0.16612279 B0.07129067 P0.13986508 O0.62272147,0
K0.02069671 Sr0.08032346 Ge0.269436 O0.62954382,0
Sr0.02963102 Ti0.01795454 B0.35474973 O0.5976647,1
La0.03811321 Be0.2776209 Ge0.11649172 O0.56777417,1
La0.20546772 Nb0.07195615 Al0.09379368 O0.62878246,0
Ca0.13571754 P0.20816141 O0.65612106,0
V0.10907829 Cu0.06329166 P0.14046934 O0.68716072,1
Cd0.054784 B0.3561728 O0.5890432,1
Li0.50220952 P0.07048164 O0.42730885,1
Si0.16769914 P0.14197216 O0.69032869,1
La0.10364736 B0.26457256 W0.01986255 O0.61191753,1
Na0.21483757 Ca0.13965097 P0.11384049 O0.53167097,0
Li0.05630775 Ca0.10295539 B0.28385104 O0.55688582,1
K0.16778733 Nb0.01904761 Ge0.22721746 O0.5859476,1
Ba0.00139881 Li0.25163496 B0.24789998 O0.49906625,1
Al0.04138404 Si0.23542927 P0.05435774 O0.66882895,0
Na0.24757539 Nb0.03145715 Si0.17284562 O0.54812183,1
Ag0.12946523 B0.08618685 P0.16866715 O0.61568077,1
Al0.12034892 B0.23726676 Pb0.05298039 O0.58940392,0
Li0.3106769 V0.14046509 P0.01210195 O0.53675606,0
K0.06520736 V0.06531759 B0.26943096 O0.60004409,1
Na0.14077197 Ti0.2062861 B0.0679935 O0.58494843,1
Al0.02514492 Cd0.12871527 B0.27188287 O0.57425695,0
K0.01204681 B0.26567879 Sb0.12709312 O0.59518128,1
Fe0.29670899 Bi0.10311982 Pb0.00021399 O0.5999572,0
Na0.10563952 Fe0.0426092 Si0.2450059 O0.60674537,1
Na0.22950979 Ca0.032827 P0.16859466 O0.56906855,1
Na0.03361942 Fe0.02609705 Si0.29477608 O0.64550745,0
Li0.06135763 Mg0.0265359 B0.3419567 O0.57014977,1
La0.04905231 Ta0.04374973 Ge0.24141506 O0.6657829,0
Ba0.14709163 Ti0.00138879 Al0.28066015 O0.57085943,1
Ca0.01880701 Zn0.09476362 B0.3091435 O0.57728587,1
Mn0.19843519 Zn0.10707374 B0.15559286 O0.53889821,0
Ba0.0409467 Ti0.07586091 B0.27620954 O0.60698284,1
Ca0.20059956 Si0.19960029 O0.59980015,0
Na0.30430109 B0.15655912 O0.23483869 F0.30430109,0
Ba0.07798357 Sr0.02426881 Al0.05332637 P0.15997912 O0.47993737 F0.20450475,0
Si0.17362222 Ge0.05981703 B0.11987291 O0.64668785,1
Ba0.06221865 Ti0.03726202 Si0.25459221 O0.64592712,1
Cd0.0940712 B0.2091004 Pb0.1445533 O0.5522751,1
B0.15371506 P0.17591782 O0.67036713,0
La0.00639627 Si0.20810393 P0.10277073 O0.68272908,1
Ba0.05090865 P0.25662363 O0.69246772,1
Ba0.09039336 Mo0.17812049 P0.03049467 O0.70099149,1
Er0.02482222 Al0.09497582 Si0.23350163 O0.64670033,1
La0.02512013 Al0.13809373 B0.23678614 O0.6,1
Mn0.20077031 Al0.00051448 Si0.19905773 O0.59965748,1
Al0.11937861 Si0.03376366 P0.17150357 O0.67535416,0
Th0.01641519 Cd0.1015104 Si0.24924455 O0.63282987,0
Sn0.25748538 P0.07692249 Cl0.43160101 O0.23399111,0
Ti0.06838176 Zn0.06858345 P0.18791081 O0.67512398,0
Na0.15819014 B0.27344789 O0.41017184 F0.15819014,1
Na0.12255236 Cd0.072595 Si0.22366049 O0.58119216,1
Ba0.03927809 Ti0.04283271 B0.31717828 O0.60071092,1
Cu0.24720738 P0.14188318 W0.02664524 I0.05203372 O0.53223049,1
B0.01353833 P0.2046392 Pb0.12495848 O0.65686398,0
Li0.10718299 Cd0.00893929 B0.32853877 O0.55533895,1
Na0.03144149 Sc0.10173817 B0.27939694 O0.5874234,0
Nb0.10927523 V0.06058696 P0.11585209 O0.71428571,1
La0.00652655 Mg0.46621505 Mo0.01281338 O0.51444502,1
Ag0.42971369 W0.04715301 I0.33363485 O0.18949845,1
Li0.2309494 Mn0.02103584 P0.16870526 O0.57930951,1
Li0.37096209 Mg0.02232376 B0.15956374 O0.44715041,0
Ba0.06272509 Na0.22167467 P0.15486795 O0.56073229,1
Li0.29682208 B0.19471914 Cl0.13593803 O0.37252074,0
K0.03487241 Ta0.00743357 B0.36866956 O0.58902447,0
Nb0.03352816 B0.24617391 Pb0.13360833 O0.5866896,1
Ce0.05159582 Si0.00433428 P0.2377742 O0.7062957,0
Ta0.00916688 Si0.25865282 Pb0.09597873 O0.63620157,0
Y0.0555058 Al0.0555058 Si0.24082367 O0.64816473,1
Li0.15077824 Ta0.03018371 Si0.22272989 O0.59630816,0
V0.16854717 Ag0.02226811 P0.10762364 O0.70156108,1
Mg0.23651826 Si0.1558082 Bi0.02381555 O0.58385799,0
Na0.02829337 Ca0.07180734 B0.32557811 O0.57432118,1
Ba0.05335564 Ta0.00854453 Si0.28779428 O0.65030554,0
Th0.00991759 P0.22468149 Pb0.09193102 O0.67346991,0
Ca0.18975305 Nb0.05999711 P0.11728686 O0.63296298,0
Sr0.05959766 Tl0.01529313 B0.343146 O0.58196322,0
K0.04178517 Li0.33088211 Si0.1469997 O0.48033303,0
Ba0.06029357 Na0.16136315 Y0.07367226 As0.08068158 O0.28238552 F0.34160392,1
K0.08213241 Zn0.02919825 B0.08213241 Sb0.24522955 O0.56130739,0
Ba0.05497593 Cu0.31059565 Bi0.10754273 O0.52688568,1
Cu0.09458445 P0.21286437 Pb0.0329029 O0.65964828,1
Ba0.08779041 Al0.12163333 Ge0.17344529 O0.61713098,1
V0.13474099 Sb0.01721828 P0.13867452 O0.7093662,1
Al0.08207965 Zn0.18847033 Si0.13928674 O0.59016328,0
V0.1554123 Bi0.00010044 P0.13023024 O0.71425702,1
Mg0.19165815 Ti0.09672058 P0.09329198 O0.61832928,1
Ba0.05364714 Si0.18160163 B0.13916033 O0.6255909,0
Ba0.07633542 B0.33893166 O0.58473292,0
