formula,target
Li0.25176589 Mn0.06559031 P0.12159435 O0.56104945,0
Be0.045008 P0.11743203 W0.12474297 O0.712817,0
Ag0.29267172 P0.15161957 W0.00758098 O0.54812773,0
Tl0.04336043 B0.26829268 P0.07549361 O0.61285327,1
Ge0.18637804 P0.10401267 Pb0.02560718 O0.63278775 F0.05121436,1
Nd0.06068882 Cr0.00045517 P0.24184494 O0.69701108,0
Ag0.22727273 B0.13636364 P0.09090909 O0.54545455,0
Li0.01266714 Mo0.20501994 P0.04597701 O0.73633591,0
K0.19155206 P0.07563851 W0.11198428 O0.62082515,0
Li0.14814815 P0.22222222 O0.62962963,1
Ag0.16428219 Mo0.13270844 P0.06364085 O0.63936852,1
Co0.21212121 B0.06060606 P0.12121212 O0.60606061,0
Ca0.11215162 Ta0.02318841 P0.19843924 O0.66622074,0
K0.15455543 Ti0.05729967 P0.17036224 O0.61778266,1
Mg0.02880658 Al0.02998236 P0.17636684 Pb0.08818342 O0.52910053 F0.14756026,1
Ca0.18774407 Al0.22529288 O0.46440372 F0.12255933,0
Ag0.21798715 Mo0.02098501 P0.16830835 O0.59271949,1
V0.21221374 P0.04732824 W0.02290076 O0.71755725,0
Sn0.21697336 P0.11535293 Cl0.32463609 O0.34303763,0
Li0.03316368 Zn0.01658184 P0.26202594 O0.68822853,1
Li0.22939968 P0.18078064 Cl0.04633645 O0.54348322,1
Ca0.11111111 P0.22222222 O0.66666667,1
Sb0.12903226 P0.19354839 O0.67741935,1
V0.05153115 P0.05195354 W0.1594509 O0.73706441,0
Cd0.10855095 B0.24935996 P0.04557092 O0.59651818,0
K0.12643678 Al0.08812261 P0.16858238 O0.61685824,1
Ca0.11150679 Fe0.00044514 P0.22167817 O0.66636991,1
B0.18444444 Sb0.11185185 P0.07407407 O0.62962963,1
Ba0.08046526 Sr0.03967495 Al0.03919694 P0.16093053 O0.48279159 F0.19694073,1
Zn0.09090909 B0.13636364 P0.13636364 O0.63636364,0
Sr0.01886792 Sb0.22641509 P0.11320755 O0.64150943,0
Li0.06722689 Mn0.00840336 P0.25210084 O0.67226891,1
Ba0.05263158 Si0.05263158 P0.21052632 O0.68421053,1
Li0.02244199 Zn0.02681628 B0.34005325 P0.01787752 O0.59281095,0
Cu0.33700027 Mo0.06868795 P0.03997854 Cl0.15964583 O0.39468742,0
Si0.05938848 B0.13445708 P0.13876911 O0.66738534,1
Cr0.2130621 Sb0.03604568 P0.10778016 O0.64311206,0
Ba0.02554655 Sr0.11029231 Al0.10980103 P0.0510931 O0.15327929 F0.54998772,1
Ba0.09458735 Mg0.00884244 Al0.03054662 P0.18917471 O0.56752412 F0.10932476,1
Cu0.08 P0.24 O0.68,1
Mn0.11716621 P0.1852861 O0.69754768,1
Li0.06925208 Mn0.0183518 P0.24030471 O0.67209141,1
Cu0.32958143 Mo0.09356314 P0.03007387 Cl0.05223356 O0.49454801,1
Zn0.06382979 Si0.04255319 P0.21276596 O0.68085106,1
U0.02440693 Zn0.10469891 P0.1979927 O0.67290146,0
V0.23374175 Cd0.06390198 P0.01545712 O0.68689915,1
P0.12244898 W0.14285714 O0.73469388,1
Ni0.09762871 B0.00726341 P0.2247383 O0.67036958,0
Cr0.05012325 P0.22843057 O0.72144618,0
Ni0.00793388 B0.11735537 P0.19735537 O0.67735537,0
Ca0.08701327 Fe0.0891886 P0.17228627 O0.65151186,1
Ba0.11541152 Ti0.01375612 P0.20797389 O0.66285848,1
Fe0.03328086 Co0.10816281 P0.20013492 O0.65842141,0
Ca0.00069109 Ti0.05148583 P0.24118867 O0.70663442,0
Ca0.10344828 Ce0.02298851 P0.20689655 O0.66666667,1
K0.01266714 Mo0.20501994 P0.04597701 O0.73633591,0
Ni0.0050777 B0.05170026 P0.24588398 O0.69733805,0
Cu0.11319911 P0.22102908 I0.00089485 Cl0.11230425 O0.55257271,0
Sn0.10638298 B0.06382979 P0.14893617 O0.68085106,1
Zn0.08612303 Sn0.11444921 P0.17110157 O0.62832618,0
Li0.04182138 P0.15946844 W0.0947821 O0.70392808,1
Ni0.05797681 B0.10955618 P0.17433027 O0.65813675,0
Li0.0483871 Ti0.00806452 P0.25806452 O0.68548387,0
Ba0.11111111 P0.22222222 O0.66666667,1
Yb0.05194002 Zn0.00602875 P0.24516927 O0.69686196,0
Mg0.08589951 Ti0.11534306 P0.13776337 O0.66099406,0
Cs0.08843062 Al0.04648724 P0.21461028 O0.65047186,0
K0.22134192 Mo0.09680614 P0.08021788 O0.60163407,0
Ba0.08897316 Sr0.02829638 Al0.0285881 P0.17794632 O0.53383897 F0.14235706,1
Ba0.04396794 Sr0.08620316 Al0.08641975 P0.08793589 O0.26380767 F0.43166558,1
Cs0.05207688 P0.13349866 W0.11365985 O0.70076462,0
V0.16606374 P0.0416882 W0.06821705 O0.72403101,1
Ba0.09604139 P0.19433198 W0.03193882 O0.67768781,1
K0.0014771 Ti0.07237814 P0.22304284 O0.70310192,0
Zn0.09428571 Ge0.07238095 P0.14285714 O0.50190476 F0.18857143,0
K0.14753363 Ti0.06860987 P0.16367713 O0.62017937,1
U0.05190311 Zn0.01107266 P0.2200692 O0.71695502,0
Ba0.10018715 Al0.02457891 P0.2003743 O0.60112289 F0.07373674,1
Li0.16062992 P0.19527559 W0.01889764 O0.62519685,1
Ba0.04702537 P0.14610674 W0.09864392 O0.70822397,1
Mg0.13253012 Cr0.02409639 P0.19277108 O0.65060241,0
Cr0.01619015 Sb0.18945918 P0.13882191 O0.65552876,0
Mg0.02727522 Al0.01398026 P0.19161184 Pb0.09580592 O0.57483553 F0.09649123,1
Cr0.0454138 Sb0.00029878 P0.25306244 O0.70122498,1
Ba0.08235294 Si0.05882353 P0.18823529 O0.67058824,0
Si0.1 P0.2 O0.7,1
K0.25301205 P0.17728055 O0.5697074,1
P0.10401267 Pb0.21198522 Br0.31151003 O0.26003168 F0.1124604,0
Ti0.0621079 P0.12421581 Pb0.18946048 O0.62421581,0
Ba0.10597506 Sr0.00035286 Al0.01129146 P0.21195013 O0.63585039 F0.0345801,1
Sb0.07711301 P0.17094017 Pb0.06590693 O0.68603989,1
V0.20615521 Bi0.02974525 P0.05831247 O0.70578707,1
Zn0.02464617 P0.04880429 W0.19497316 O0.73157638,0
Mg0.03571429 Si0.01785714 P0.25 O0.69642857,1
Zn0.00425733 Mo0.21144749 P0.04162725 O0.74266793,0
Ca0.00455154 Sn0.17028112 P0.18580991 O0.63935743,0
V0.19971429 P0.086 O0.71428571,1
Li0.04834775 P0.09137281 W0.15191839 O0.70836106,0
Zn0.03723601 Mo0.03686551 P0.22230456 O0.70359392,1
K0.25129011 Ti0.0166031 P0.1637873 O0.5683195,0
Cu0.20114613 P0.17077364 I0.05759312 Cl0.14355301 O0.4269341,0
Ti0.05926217 Fe0.13657771 P0.13736264 O0.66679749,0
Bi0.0142884 P0.24102275 Pb0.06034969 O0.68433916,1
Zn0.10132554 Mo0.02201752 P0.20265109 O0.67400584,1
Zn0.10947603 Mo0.00445931 P0.2180602 O0.66800446,1
Ag0.33018868 B0.0774578 P0.08887786 O0.50347567,0
Cu0.08121354 P0.21330222 Pb0.04550758 O0.65997666,1
Ca0.05769231 Cr0.01923077 P0.23076923 O0.69230769,0
Ba0.12907237 Ti0.02387466 P0.19149465 O0.65555832,0
Ba0.03846154 Si0.03846154 P0.23076923 O0.69230769,1
Li0.03858998 P0.18478664 W0.07384045 O0.70278293,1
Ge0.10055978 P0.19952019 O0.69992003,1
Si0.04020729 B0.09006433 P0.18691923 O0.68280915,1
K0.16122098 Ti0.0455718 P0.17755804 O0.61564918,1
Cr0.09683667 Sb0.03292447 P0.19302776 O0.6772111,0
Cu0.35957406 Mo0.05571401 P0.05685492 Br0.07758129 O0.45027572,1
Ti0.05642574 Be0.0190602 P0.22645782 O0.69805624,0
Zn0.08891547 Cd0.10725678 Ge0.20255183 O0.60127592,1
Ba0.00368924 P0.09288194 W0.16688368 O0.73654514,0
P0.10401267 Pb0.21198522 Br0.41393875 O0.26003168 F0.01003168,0
Ba0.10626781 Mo0.15498575 P0.04786325 O0.69088319,1
Li0.03227416 Fe0.1011479 P0.199634 O0.66694394,1
Zn0.02041633 P0.1601281 W0.09967974 O0.71977582,0
Cs0.07348004 P0.19433047 W0.05240582 O0.67978366,0
Ca0.14782609 Ta0.00149068 P0.19975155 O0.65093168,0
Mn0.02040816 Si0.08163265 P0.20408163 O0.69387755,1
Ag0.29070881 Mo0.0316092 P0.125 O0.55268199,1
Ba0.10678925 Sr0.00542197 Al0.00565771 P0.2135785 O0.6407355 F0.02781707,1
Co0.07245119 Mo0.05206074 P0.18481562 O0.69067245,0
Sn0.03334976 P0.26186956 Cl0.03351405 O0.67126663,1
Ca0.09479686 Ti0.04727964 P0.19101924 O0.66690425,1
Ca0.00768082 P0.10795818 W0.15169618 O0.73266482,0
Ba0.13888889 P0.19444444 O0.58333333 F0.08333333,0
Al0.01913614 Si0.18343357 Bi0.16074358 O0.63668671,1
Ag0.441331 P0.04028021 I0.39404553 O0.12434326,0
Tl0.11018131 V0.21338912 P0.0251046 O0.65132497,0
Mg0.0749004 Ge0.20318725 Pb0.12031873 O0.60159363,0
Ag0.12745546 P0.11375057 W0.10095934 I0.01370489 O0.64412974,1
Zn0.11696179 Fe0.04613234 P0.18592731 O0.65097856,1
Zn0.03353057 Bi0.08750224 P0.20405236 O0.67491483,0
Si0.1 P0.2 O0.7,1
Ba0.08028028 P0.23983984 O0.67987988,1
Ba0.10604815 Al0.01139166 P0.2120963 O0.6362889 F0.03417499,1
Cd0.07472793 P0.12140266 W0.10640871 O0.6974607,0
Ag0.11968839 P0.23441926 O0.64589235,1
Ca0.01929625 Ti0.05694287 P0.22587968 O0.6978812,0
Li0.12732785 P0.13165873 W0.08705067 O0.65396275,1
Zn0.15158569 Bi0.27873145 O0.56968286,0
Cd0.15 P0.2 O0.65,0
Cr0.01482914 Sb0.11347518 P0.19406834 O0.67762734,0
Mg0.02760943 Zn0.08664422 P0.22042649 O0.66531987,1
Sn0.13785913 P0.18767377 Cl0.13484708 O0.53962002,1
P0.17191601 Pb0.13276465 Br0.06299213 O0.42979003 F0.20253718,0
Ba0.09776864 Mo0.1887845 P0.01409278 O0.69935408,0
Sr0.02969647 V0.17949139 P0.08925349 O0.70155865,1
Ba0.09547739 Mg0.02064376 Al0.01969306 P0.19095477 O0.57286432 F0.1003667,1
Li0.15298886 Mn0.11676798 P0.12006079 O0.61018237,0
Ti0.0731445 Bi0.13983507 Pb0.21548942 O0.57153101,1
Mo0.22099312 P0.02654867 Pb0.01155359 O0.74090462,0
Al0.08669709 Si0.03545104 P0.19340119 O0.68445068,1
V0.2491063 Co0.06340546 P0.00037629 O0.68711195,0
Ag0.47696358 P0.02808249 I0.37253181 O0.12242211,0
P0.14217557 Pb0.16746183 Br0.32776718 O0.35543893 F0.00715649,0
Al0.06404892 Si0.01560991 P0.22658513 O0.69375603,1
Zn0.04817553 Mo0.14285714 P0.0949201 O0.71404722,1
Zn0.0454038 Fe0.07554894 P0.20580573 O0.67324153,1
Ca0.11037086 Ti0.00066622 P0.22207417 O0.66688874,0
Zn0.0190638 P0.18875047 W0.07531144 O0.71687429,0
Li0.1572641 P0.05341987 W0.14428357 O0.64503245,0
V0.256 P0.02971429 O0.71428571,1
Sb0.07659574 P0.12315394 Pb0.15043805 O0.64981227,0
Ba0.00075901 Mo0.10815939 P0.16166983 O0.72941176,1
Ag0.45621751 P0.04798081 I0.29548181 O0.20031987,1
Ti0.05992809 Fe0.15860967 P0.12105473 O0.66040751,0
Li0.29690346 Ta0.02322404 P0.1352459 O0.54462659,1
Ce0.06521739 Si0.06521739 P0.17391304 O0.69565217,0
Ti0.0177193 Fe0.15719298 P0.15824561 O0.66684211,0
Ag0.44418784 P0.0569669 I0.26866821 O0.23017706,1
Sr0.0059415 Sn0.00944546 P0.27422303 O0.71039001,0
Cr0.06552615 Sb0.06423499 P0.19302776 O0.6772111,0
Ti0.10461458 P0.14840063 Pb0.08337703 O0.66360776,0
Zn0.11633318 Sb0.0469986 P0.18566775 O0.65100047,1
Sn0.15 P0.2 O0.65,1
Ba0.08321107 Eu0.05114232 P0.20163488 O0.66401174,0
Cu0.23734055 Mo0.04406649 P0.13103981 Cl0.01816776 O0.56938539,0
K0.10958904 Ti0.15621707 P0.10484721 O0.62934668,0
Ca0.11500494 P0.16189536 W0.05083909 O0.67226061,0
Ce0.02083333 Si0.09375 P0.1875 O0.69791667,1
Zn0.11879306 P0.21454027 O0.64362081 F0.02304585,1
V0.22857143 P0.05714286 O0.71428571,1
Cu0.30855808 P0.03142918 W0.09619877 I0.08473137 O0.47908261,0
K0.37429112 P0.10910073 Pb0.02835539 O0.48825277,0
Ba0.1945259 Ti0.02280873 Ga0.2170088 O0.56565657,0
Ca0.02112676 Ti0.10871479 P0.18045775 O0.6897007,0
V0.000379 Ge0.08129619 P0.21565283 O0.70267197,1
Sr0.04329535 V0.25346188 Bi0.01051709 O0.69272568,0
Sb0.06144393 P0.09278034 Pb0.23010753 O0.6156682,0
Ba0.00014282 V0.25621251 P0.02942017 O0.71422451,1
Si0.04347826 Ge0.08695652 P0.17391304 O0.69565217,0
Ba0.08217302 P0.16754166 W0.06231454 O0.68797078,1
Co0.23809524 B0.03174603 P0.12698413 O0.6031746,0
Si0.15789474 Ge0.05263158 P0.10526316 O0.68421053,0
Co0.05376344 B0.23655914 P0.08602151 O0.62365591,0
Si0.03773585 Mo0.05660377 P0.18867925 O0.71698113,1
Ba0.14053003 Ti0.00024313 P0.20520301 O0.65402383,1
V0.2084089 Cd0.03083265 P0.05968673 O0.70107172,1
Mg0.02668361 Co0.12909784 P0.19669632 O0.64752224,0
Mg0.03178928 Ti0.10762943 P0.17529519 O0.6852861,1
Li0.40756303 Si0.07142857 P0.04981993 O0.47118848,0
K0.18082491 P0.14531549 Pb0.11007921 O0.56378039,0
Ti0.1016881 V0.15836013 P0.04019293 O0.69975884,0
Si0.05769231 P0.19230769 W0.03846154 O0.71153846,1
Sr0.06138415 Zn0.01945838 P0.23951856 O0.67963892,0
Li0.11320066 P0.21800256 W0.01679752 O0.65199927,1
Ba0.09876238 Ca0.1230198 Al0.02574257 P0.07722772 O0.23168317 F0.44356436,0
Mn0.05381944 P0.23958333 O0.70659722,1
Ti0.04986292 V0.08190541 P0.16106923 O0.70716244,0
Ca0.04571748 Ti0.01940661 P0.24295578 O0.69192013,0
Zn0.05846063 Ge0.20564042 P0.05934195 O0.55963572 F0.11692127,0
Cu0.30050843 P0.10008028 W0.0329141 I0.13459995 O0.43189724,1
Ca0.00031289 V0.21871089 Sb0.09355444 O0.68742178,0
Si0.01851852 Mo0.07407407 P0.18518519 O0.72222222,1
Mn0.13164824 B0.18483412 P0.07846235 O0.60505529,1
Mg0.02354312 Mn0.1027972 P0.21351981 O0.66013986,1
Sb0.08845867 P0.19240506 Pb0.00848846 O0.7106478,0
Ba0.11176074 La0.01529121 P0.21092872 O0.66201934,1
Zn0.03842105 Ge0.17210526 P0.10526316 O0.60736842 F0.07684211,1
Ca0.03451901 Sb0.05396881 P0.22743999 O0.68407219,1
P0.28571429 O0.71428571,1
Li0.20507655 V0.04915391 P0.14867043 O0.59709911,1
Ba0.05660377 Al0.03773585 P0.22641509 O0.67924528,1
Sb0.02636816 P0.17462687 Pb0.14825871 O0.65074627,0
Ba0.18684604 P0.14648729 O0.43946188 F0.22720478,0
Cr0.03536415 Sb0.19012605 P0.12464986 O0.64985994,0
V0.19064431 Bi0.02971462 P0.07384525 O0.70579582,1
Ag0.30668678 Mo0.04876823 P0.09854198 O0.54600302,1
Sr0.06365348 V0.18681733 P0.06252354 O0.68700565,1
Li0.14978629 V0.18583906 P0.0356811 O0.62869355,1
Ca0.1125 Ta0.01071429 P0.21071429 O0.66607143,0
Ba0.15943763 Mo0.09961113 P0.08076578 O0.66018546,0
Li0.23010876 Mo0.03148254 P0.1511162 O0.5872925,0
Mo0.09677419 P0.06451613 Pb0.19354839 O0.64516129,1
Mn0.04259851 B0.27646432 P0.06389776 O0.6170394,0
V0.06954725 P0.13806163 W0.06834223 O0.72404889,1
Ag0.13716632 B0.16303901 P0.11047228 O0.58932238,1
Cu0.15308953 P0.19823455 I0.0259773 Cl0.12711223 O0.49558638,1
Cs0.12906137 Ta0.00090253 Ga0.32129964 O0.54873646,1
Si0.02 Ge0.08 P0.2 O0.7,0
Mg0.05006859 P0.24279835 O0.60699588 F0.10013717,0
Cr0.01624365 Sb0.16818951 P0.15397631 O0.66159052,0
Li0.21836983 Mo0.09306569 P0.08576642 O0.60279805,0
Ba0.14977029 Mo0.13169985 P0.04961715 O0.66891271,0
Li0.26337997 P0.16966467 Pb0.00555185 O0.56140351,0
Zn0.29681717 P0.07549963 W0.03552924 O0.59215396,0
Sn0.13651442 B0.10359786 P0.13370758 O0.62618015,1
Li0.20333333 Ti0.065 Ge0.16666667 O0.565,0
Nd0.10970197 P0.20735574 O0.6829423,0
Co0.13350785 P0.14659686 W0.05497382 O0.66492147,0
Fe0.06917808 Si0.03236301 P0.20856164 O0.68989726,1
K0.13108614 Al0.04868914 P0.19475655 O0.62546816,1
Ba0.02692868 La0.05531295 P0.19941776 O0.4985444 F0.21979622,0
P0.06859593 Pb0.08735263 W0.14630225 O0.6977492,0
Sn0.2 P0.17142857 O0.62857143,1
Be0.09882604 V0.1814301 P0.04781217 O0.6719317,0
Ba0.0344942 Ca0.08109453 Al0.05024876 P0.15074627 O0.45223881 F0.23117745,0
Ba0.04027778 Ca0.11765873 Al0.04047619 P0.12142857 O0.36428571 F0.31587302,0
K0.18874701 Ta0.19114126 Al0.01915403 O0.6009577,0
Ba0.12442396 Mg0.04335987 Al0.04168412 P0.12442396 O0.41663176 F0.24947633,1
Sr0.07161484 Zn0.00922768 P0.23951856 O0.67963892,1
V0.1465568 Sb0.03001766 P0.1177163 O0.70570924,1
Ba0.13939394 P0.20606061 O0.65454545,0
Ca0.10794297 Ti0.01108848 P0.21452817 O0.66644037,1
Ti0.00057216 V0.14304105 P0.14218281 O0.71420398,1
Cu0.08197382 P0.2388721 I0.02134945 Cl0.06062437 O0.59718026,1
Ta0.01375161 Bi0.00272167 P0.27001862 O0.71350809,0
Ti0.07959093 P0.1903068 Pb0.0475767 O0.68252557,0
Ba0.06301075 Ti0.04795699 P0.20860215 O0.68043011,0
Ag0.27311975 B0.04589866 P0.13587821 O0.54510339,0
Cr0.03125 Sb0.0306432 P0.24150485 O0.69660194,1
Ba0.06272401 Ti0.06362007 P0.1953405 O0.67831541,0
Ti0.15505725 Fe0.04961832 P0.11736641 O0.67795802,0
Ba0.16158132 Sc0.01114354 In0.09259751 P0.03343062 O0.10029185 F0.60095516,0
Ba0.11333715 Mo0.14625072 P0.05380653 O0.68660561,1
V0.04891661 P0.17957978 W0.05006566 O0.72143795,1
Li0.10793424 Fe0.03502502 P0.21443888 O0.64260186,1
Al0.08296593 Si0.07995992 P0.15791583 O0.67915832,0
K0.13350983 Ta0.18797277 Al0.05673222 O0.62178517,0
Zn0.02702703 Si0.18918919 P0.10810811 O0.67567568,1
Mg0.06976744 Ti0.06976744 P0.18604651 O0.6744186,0
Ba0.14421647 Ti0.09009813 P0.12607791 O0.63960749,0
Ba0.04376083 Er0.08817158 In0.08492201 P0.08817158 O0.35268631 F0.34228769,0
V0.17182962 P0.03436592 Pb0.13915779 O0.65464666,1
Sn0.20904255 P0.11382979 Cl0.36702128 O0.31010638,0
Sr0.0503006 Zn0.03026052 P0.23967936 O0.67975952,0
Ti0.0087153 Fe0.09489994 P0.21045836 O0.6859264,1
K0.22222222 Al0.05128205 P0.15384615 O0.57264957,0
V0.18258097 P0.03658332 W0.05823125 O0.72260446,0
Al0.09012876 Zn0.06223176 P0.12446352 Pb0.02646638 O0.37339056 F0.32331903,0
Ca0.00080321 Cr0.04016064 P0.23935743 O0.71967871,0
Ti0.03192228 Zn0.09831136 P0.20217442 O0.66759195,1
Ti0.06875754 P0.17949337 Pb0.0827503 O0.66899879,1
V0.18722605 Bi0.09580463 P0.03005636 O0.68691296,0
Ca0.0234562 Ti0.13954045 P0.15270464 O0.68429871,0
Mn0.13552209 Si0.01258948 P0.1974821 O0.65440632,0
Fe0.12628866 Si0.00032216 P0.19523196 O0.67815722,0
V0.22885714 P0.05685714 O0.71428571,1
Sb0.10325737 P0.15295481 W0.05162869 O0.69215913,0
Sn0.34860768 P0.00775467 Cl0.55128657 O0.09235108,0
V0.14314286 P0.14257143 O0.71428571,1
Ba0.05862745 Ca0.09627451 Al0.04117647 P0.12352941 O0.37058824 F0.30980392,0
Mn0.01329923 Al0.02327366 P0.06982097 Pb0.21918159 O0.20946292 F0.46496164,1
V0.21244635 Cu0.10042918 P0.01587983 O0.67124464,0
Ti0.05155483 Zn0.14102564 P0.16093835 O0.64648118,0
Ca0.01696929 Cr0.03393857 P0.23723061 O0.71186153,0
Sb0.04257113 P0.18883035 Pb0.09504742 O0.67355111,1
Mg0.15808026 Si0.02738612 P0.17190889 O0.64262473,0
Cu0.08641975 Si0.07407407 P0.17283951 O0.66666667,1
Cr0.0739645 Sb0.2204142 P0.07544379 O0.63017751,0
Si0.00493045 B0.2141222 P0.12854376 O0.65240359,0
Mn0.09090909 B0.13636364 P0.13636364 O0.63636364,1
Zn0.03313905 P0.26677769 O0.70008326,1
Ca0.07216495 Ti0.02061856 P0.22680412 O0.68041237,0
B0.19792083 Sb0.20151939 P0.00039984 O0.60015994,1
Mg0.00480769 Sn0.13173077 P0.20769231 O0.65576923,1
Ag0.24416619 P0.11667615 W0.04040979 I0.12749004 O0.47125783,1
Cd0.00813008 B0.09756098 P0.21138211 O0.68292683,0
Al0.07800678 P0.04643882 Pb0.18288547 O0.13931646 F0.55335247,1
Ba0.21164773 Mg0.05767045 Al0.01477273 P0.04431818 O0.13295455 F0.53863636,0
Cu0.33268752 Mo0.05590922 P0.05563244 I0.16523665 O0.39053418,1
Li0.16857749 Fe0.14904459 P0.10700637 O0.57537155,0
Ca0.05555556 Al0.01851852 P0.24074074 O0.68518519,1
V0.10807947 P0.08 Pb0.17086093 O0.6410596,0
Ca0.1420839 Al0.05122753 P0.12294607 O0.3688382 F0.31490431,0
Ti0.05962491 V0.1910828 P0.04352442 O0.70576787,0
Ba0.13253012 Al0.02409639 P0.19277108 O0.65060241,0
Ca0.04424779 Al0.01769912 P0.24778761 O0.69026549,1
Ba0.12629724 Al0.06951243 P0.11435285 O0.34305855 F0.34677893,1
Cu0.26280474 Mo0.03914113 P0.11898904 I0.06553344 O0.51353165,1
Ca0.07876289 Sb0.04948454 P0.20536082 O0.66639175,1
Be0.07144482 P0.15517634 W0.07849829 O0.69488055,0
Ca0.14433583 Ti0.07274296 P0.14088557 O0.64203565,0
Mg0.16410923 P0.19193758 O0.64395319,0
Cu0.26905312 Mo0.07659738 P0.07736721 I0.03849115 O0.53849115,1
Mg0.03508772 Al0.05263158 P0.22807018 O0.68421053,1
Sr0.18147139 P0.18201635 O0.63651226,0
Ca0.11363636 Al0.02272727 P0.20454545 O0.65909091,0
Zn0.09814905 Mo0.07135899 P0.14807599 O0.68241598,1
K0.17609744 P0.0487186 W0.14133469 O0.63384928,0
Mn0.08065257 B0.20680147 P0.09191176 O0.62063419,0
Ca0.1413802 Ti0.02558801 P0.18299302 O0.65003877,0
Mn0.04390244 Al0.03348115 P0.10044346 Pb0.1443459 O0.30133038 F0.37649667,1
Ti0.08371472 V0.03432494 P0.17963387 O0.70232647,0
V0.15850478 Bi0.01419878 P0.11706752 O0.71022892,1
K0.23099415 P0.18671679 O0.58228906,1
Cu0.29835282 Mo0.032678 P0.10175345 I0.13124336 O0.43597237,1
V0.22467029 P0.02823894 W0.02870442 O0.71838635,0
Ag0.31509121 B0.026534 P0.13172234 O0.52665245,0
Ag0.37935612 P0.09624959 I0.18818453 O0.33620976,1
V0.00044494 Cu0.11145717 P0.22157953 O0.66651835,1
Zn0.03703704 P0.22222222 W0.03703704 O0.7037037,1
Ti0.03116967 V0.1590617 P0.09993573 O0.7098329,1
La0.02439024 Si0.17073171 P0.12195122 O0.68292683,0
La0.04545455 Si0.13636364 P0.13636364 O0.68181818,0
Sr0.06365348 V0.15706215 P0.09227872 O0.68700565,1
Zn0.09119854 B0.13600182 P0.13645668 O0.63634296,0
Al0.01372315 Zn0.08979714 P0.17959427 Pb0.04564439 O0.53878282 F0.13245823,1
Cu0.31119403 Mo0.06243781 P0.06343284 I0.12288557 O0.44004975,1
Tl0.0771132 P0.18685121 Pb0.11517548 O0.62086011,1
Ba0.17816437 Mo0.06958608 P0.10437912 O0.64787043,0
Sn0.05378842 P0.2498213 Cl0.03609721 O0.66029307,1
V0.20226021 Bi0.01419878 P0.07331208 O0.71022892,1
Mg0.13513514 Ti0.05405405 P0.16216216 O0.64864865,0
Sn0.18073537 P0.15639565 Cl0.18228897 O0.48058001,1
V0.18713789 Bi0.01390498 P0.08864426 O0.71031286,1
Li0.2731569 P0.12759924 W0.03591682 O0.56332703,0
Ca0.07953637 Sb0.00119904 P0.23940847 O0.67985612,1
Li0.0942078 P0.09646157 W0.1302682 O0.67906243,0
Zn0.0943287 P0.18865741 Pb0.05034722 O0.56597222 F0.10069444,1
V0.18388684 Bi0.07626076 P0.04735547 O0.69249692,0
Co0.02608696 B0.08695652 P0.20869565 O0.67826087,1
Li0.09435452 Mn0.0388867 P0.22305567 O0.64370312,1
Sn0.01488643 P0.2771639 Cl0.00030694 O0.70764273,1
Cu0.28047264 Mo0.07317579 P0.07317579 I0.06094527 O0.51223051,1
Al0.10906364 P0.08270838 Pb0.10520677 O0.24812513 F0.45489608,0
Mn0.08993784 P0.20862471 O0.70143745,1
Al0.00519931 Si0.05199307 P0.23743501 O0.70537262,1
Co0.00813008 B0.09756098 P0.21138211 O0.68292683,0
Cu0.08140704 P0.23919598 I0.08100503 Cl0.00040201 O0.59798995,1
Li0.19018259 P0.09769979 W0.09319421 O0.61892341,1
Cr0.01610081 Sb0.20896045 P0.12495625 O0.6499825,0
Ge0.21052632 P0.10526316 O0.68421053,1
Cr0.01605505 Sb0.13073394 P0.18086501 O0.672346,0
Li0.23535792 Mo0.05133767 P0.12617498 O0.58712943,0
Si0.1 P0.2 O0.7,1
Ca0.01754386 Ce0.03508772 P0.24561404 O0.70175439,1
Ba0.05660377 Si0.00943396 P0.24528302 O0.68867925,1
Zn0.11180401 P0.22182628 O0.66636971,1
Ba0.10344828 Si0.02298851 P0.20689655 O0.66666667,0
Mn0.15625 Fe0.21875 Si0.046875 O0.578125,0
Li0.23404255 Al0.0212766 P0.17021277 O0.57446809,0
Zn0.01555521 Fe0.00030802 P0.27660558 O0.70753119,1
Zn0.10677564 Mo0.10387556 P0.10598471 O0.68336409,1
Al0.00273156 Sn0.182518 P0.1261485 Cl0.36503601 O0.31537124 F0.00819469,0
Li0.27837573 P0.10714286 W0.0518591 O0.56262231,0
Cr0.04704097 Sb0.01517451 P0.24127466 O0.69650986,1
P0.22242783 Pb0.0738342 Br0.10621762 Cl0.04145078 O0.55606958,1
Mg0.04111574 Fe0.06230755 P0.21771418 O0.67886252,0
Mn0.06100796 Si0.03081004 P0.22444399 O0.68373801,1
Zn0.0952381 Si0.04761905 P0.19047619 O0.66666667,1
Ba0.16813948 Sc0.02364461 In0.04705039 P0.07093384 O0.21280153 F0.47743014,1
V0.09367494 P0.03923139 W0.13370697 O0.73338671,0
Cu0.0124834 P0.1875166 Pb0.15936255 O0.64063745,1
Zn0.06170752 Fe0.17075232 P0.1284869 O0.63905325,0
Ag0.13099231 Mo0.03965279 P0.18425725 O0.64509765,1
La0.1382282 Nb0.1382282 B0.06825233 O0.65529128,1
P0.17476149 Pb0.12944493 Br0.03772767 O0.43690373 F0.22116219,0
